# nf=1.000065247421686 mu=0.5 T=0.02 TrSigmaG=0.2319022819069129 Epot=0.2319022819069129 Ekin=-1.9972050715 mom=[]
0.06283185307179587 0.5000925102355284 -0.001015130582017476  0.5000688549514569 -0.001034672369732174  
0.1884955592153876 0.5000887821531662 -0.002913329223907562  0.5000730541531283 -0.002929085829294299  
0.3141592653589793 0.5001011052012188 -0.004677085189573165  0.500100196871331 -0.00468862519826036  
0.439822971502571 0.5001020677858276 -0.006300867823052931  0.5000426861847584 -0.006357814635816916  
0.5654866776461628 0.5001325179980326 -0.007788795213532914  0.5001014684695323 -0.007820017277871509  
0.6911503837897545 0.5000876937074086 -0.009209734630514329  0.5000491776108235 -0.009372073469643036  
0.8168140899333463 0.5000852082761091 -0.01050003150659321  0.5001004459332562 -0.01063201660746426  
0.9424777960769378 0.5000872713049037 -0.01170046164519725  0.5001851772384206 -0.0117717980023296  
1.06814150222053 0.5000692238654334 -0.012823174472632  0.5002304951568088 -0.01288443057342051  
1.193805208364121 0.5000413881072422 -0.01385953242635953  0.5002293986860885 -0.01394153432854154  
1.319468914507713 0.5000214420194243 -0.01480538854079879  0.5002053814978181 -0.01489838331056572  
1.445132620651305 0.5000183565984916 -0.01566657858661595  0.500180701020452 -0.01574140823727883  
1.570796326794897 0.5000310776774447 -0.0164539151281827  0.5001659732677922 -0.01648521180208303  
1.696460032938488 0.5000530781829918 -0.01717767471211279  0.5001619049441077 -0.01715515150118173  
1.82212373908208 0.5000769466197161 -0.01784492896329265  0.5001642568279949 -0.01777385385283876  
1.947787445225672 0.5000970748414746 -0.01845938680787122  0.5001679008815791 -0.01835543552508342  
2.073451151369264 0.5001105239885918 -0.01902248716476893  0.5001690017969614 -0.01890536100817839  
2.199114857512855 0.5001167558580696 -0.01953473143294213  0.5001656728163438 -0.0194229712662377  
2.324778563656447 0.5001168790792445 -0.01999672828469513  0.5001577466319 -0.0199045517826965  
2.450442269800039 0.500112835459906 -0.02040979316885808  0.5001461901343943 -0.02034584314452413  
2.57610597594363 0.5001067394749147 -0.02077614685121147  0.5001324909195136 -0.02074364128752696  
2.701769682087222 0.5001004389312135 -0.02109883396209701  0.5001181733887171 -0.02109654312314826  
2.827433388230814 0.5000952847106378 -0.02138148805828743  0.5001044906060467 -0.02140505860008308  
2.953097094374406 0.5000920630689355 -0.02162804398472925  0.5000922776079867 -0.02167133494597872  
3.078760800517997 0.5000910365612549 -0.02184246467540445  0.5000819267419547 -0.02189869830709021  
3.204424506661589 0.5000920457476374 -0.02202851937092678  0.5000734412806918 -0.02209115777347488  
3.330088212805181 0.5000946350076659 -0.02218962757171481  0.5000665294984407 -0.02225295978950078  
3.455751918948772 0.500098177484135 -0.02232876809831469  0.5000607110216951 -0.02238823618384308  
3.581415625092364 0.5001019842369877 -0.02244844429999617  0.5000554169657618 -0.02250075823592572  
3.707079331235956 0.5001053903961621 -0.02255069277654614  0.5000500734889011 -0.02259379031272972  
3.832743037379548 0.5001078164741362 -0.02263712245154409  0.5000441644372439 -0.02267002684120653  
3.95840674352314 0.5001088063869885 -0.02270897209502121  0.5000372728154501 -0.02273159281004531  
4.084070449666731 0.5001080455883578 -0.02276717652587225  0.5000291032484302 -0.02278008828228576  
4.209734155810323 0.5001053634899868 -0.02281243407869554  0.5000194888185319 -0.02281665977176711  
4.335397861953915 0.500100724393674 -0.0228452701696657  0.5000083860452784 -0.02284208463371725  
4.461061568097507 0.5000942107831901 -0.02286609370756361  0.4999958616309786 -0.0228568580544224  
4.586725274241098 0.50008600223421 -0.02287524464097448  0.4999820741592776 -0.02286127539629338  
4.71238898038469 0.5000763525343217 -0.02287303208329731  0.4999672533628524 -0.02285550533773398  
4.838052686528282 0.5000655669567348 -0.02285976326516018  0.4999516789803755 -0.02283965137459913  
4.963716392671873 0.5000539810502584 -0.02283576408716401  0.4999356606641827 -0.02281380084601725  
5.089380098815464 0.500041941816705 -0.02280139235062158  0.4999195199118148 -0.02277806177205557  
5.215043804959057 0.5000297917541349 -0.02275704486468117  0.4999035745930159 -0.02273258851238001  
5.340707511102648 0.5000178559436654 -0.02270315965144775  0.4998881263288054 -0.02267759768133136  
5.466371217246239 0.5000064321371661 -0.02264021439357749  0.4998734507421577 -0.02261337593507515  
5.592034923389832 0.4999957836547895 -0.02256872216216449  0.4998597904356575 -0.02254028127454478  
5.717698629533423 0.4999861348055247 -0.02248922531726763  0.4998473504419662 -0.02245873941410536  
5.843362335677015 0.4999776684936126 -0.02240228832883668  0.4998362958311273 -0.02236923661450967  
5.969026041820607 0.4999705256556427 -0.02230849012059396  0.4998267511325091 -0.02227231018658941  
