# 20 512 10 0.01  500
0  -1.985191614485948  -2.299511772909451  -1.835425738504934  -2.035682919408916  -2.146518749542239  -2.276553852576007  -2.370679262839385  -2.464528108233426  -2.556213739397789  -2.646587735915467  2.735823981596057  -2.824175652735485  2.911634790599013  -2.99822712216476  3.083862218369557  3.168529128925513  3.252129369527734  3.334664598921843  3.416057361952554  3.496329291737974  
1.085303225475028e-05  -1.985073048775502  -2.299359636060705  -1.835219512651559  -2.035367508606667  -2.146076582214927  -2.275964400199295  -2.369926617160093  -2.463589374648705  -2.555065363864954  -2.645204525254863  2.734179270102032  -2.822241119159565  2.909380643105453  -2.995622001176445  3.08087337848272  3.165122389001328  3.248269179035813  3.330314200956622  3.411178681714594  3.490883967930479  
1.207874494054314e-05  -1.985059658862836  -2.299342454866845  -1.835196223184676  -2.035331888896103  -2.146026648293124  -2.275897834213375  -2.369841623288139  -2.463483368205087  -2.554935685993093  -2.645048332176825  2.733993552203734  -2.822022679939114  2.909126120515173  -2.995327856051191  3.080535915756444  3.164737730923981  3.247833332581304  3.329822846690632  3.410628011128277  3.490265267274519  
1.343142398061807e-05  -1.985044882086192  -2.299323494132215  -1.835170521529358  -2.035292579961645  -2.145971542706315  -2.275824374183891  -2.369747827147212  -2.463366383781125  -2.554792579325571  -2.644875965292992  2.733788604033659  -2.821781623730612  2.908845246491441  -2.995003258597396  3.080163523598462  3.164313268569482  3.247352466395909  3.329281033616837  3.410020781925446  3.489583668934936  
1.492295997995718e-05  -1.985028588587475  -2.299302587285537  -1.835142181835216  -2.035249236445983  -2.145910781284611  -2.275743374787756  -2.36964440478733  -2.463237393913465  -2.554634787015103  -2.644685911017638  2.733562626270505  -2.821515834180957  2.908535555723212  -2.994645361533881  3.079752928693757  3.163845288015286  3.246822197921289  3.328683442857313  3.409350198479632  3.4888436235723  
1.6566229384396e-05  -1.985010637762819  -2.299279553805187  -1.835110959551051  -2.035201484248909  -2.145843839771722  -2.275654137119345  -2.369530464072847  -2.463095285952897  -2.554460948341105  -2.644476530571097  2.733313670824534  -2.821223020607562  2.908194379194886  -2.994251081120675  3.079300593531083  3.163329722198029  3.246238042201143  3.328025100994094  3.408612069657389  3.488017370163483  
1.837516443947695e-05  -1.984990877476847  -2.299254198549975  -1.835076590079614  -2.035148918775714  -2.14577015095643  -2.275555905206872  -2.369405039812842  -2.46293885637176  -2.554269591202947  -2.644246051292117  2.733039630297058  -2.82090070487098  2.907818830345207  -2.993817081330219  3.078802698278241  3.162762243935923  3.245595092601168  3.327300563567061  3.407799223698879  3.487111646436039  
2.036482713907439e-05  -1.984969143274036  -2.299226310464328  -1.835038787392525  -2.03509110256414  -2.145689101694354  -2.275447861760873  -2.36926708868149  -2.462766804111175  -2.554059124388574  -2.643992557006988  2.732738226905274  -2.82054620857033  2.907405789314196  -2.993339757256266  3.078255101238491  3.162138116776628  3.244887939880496  3.326503683781862  3.406905754201096  3.486112043543839  
2.25514873192223e-05  -1.984945257516399  -2.29919566165134  -1.834997242540912  -2.035027563170281  -2.145600029729461  -2.275329124120883  -2.369115483836465  -2.462577724087618  -2.553827829413959  -2.643713978422207  2.732407000827894  -2.820156639349516  2.906951886895504  -2.992815217979924  3.077653344919724  3.161452271538746  3.24411087541425  3.325627965600445  3.405923664592792  3.485017535892381  
2.495270505387115e-05  -1.984919028496688  -2.299162006095982  -1.834951622105653  -2.034957790673858  -2.145502220367408  -2.275198739687277  -2.368949009261747  -2.462370099989466  -2.553573851897172  -2.643408082592704  2.732043297899399  -2.819728876410374  2.906453488081179  -2.992239263374137  3.076992612334227  3.160699216329956  3.243257675671129  3.324666522923901  3.404845525049457  3.483813520371999  
2.758741751244613e-05  -1.984890249487287  -2.299125078550812  -1.834901566549068  -2.034881235254611  -2.145394902953209  -2.275055681337763  -2.368766353792448  -2.462142296953599  -2.553295192484009  -2.643072462147146  2.731644256653837  -2.819259555394668  2.905906674408111  -2.991607366587153  3.076267710178032  3.159873034108957  3.242321631918792  3.323611720566602  3.403662764401671  3.482492983888076  
3.047603043685824e-05  -1.984858697748423  -2.299084593217309  -1.834846688488625  -2.034797304512316  -2.145277247174507  -2.274898842459953  -2.368566104840194  -2.461892553704128  -2.55298969730793  -2.642704523758582  2.731206794740827  -2.818745052424645  2.90530722520412  -2.99091465248549  3.075473050576141  3.158967362525025  3.241295549638747  3.322455432390909  3.402366288339052  3.481047062765243  
