# 13 512 10 0.01  500
0  -2.0254187898971  -2.381463672950291  -1.977862406855154  -2.235363730506391  -2.399435324129688  -2.562092309368408  -2.703641282658339  -2.845181069691559  -2.983734304019828  -3.119665555977705  -3.252854792127553  -3.383149913677773  -3.510505774581304  
6.88062061797355e-06  -2.025341662218907  -2.381360521041318  -1.977710014881946  -2.235119390640579  -2.399081403630416  -2.561606446792645  -2.702999706892459  -2.844355362293638  -2.982694143651156  -3.118378232622947  -3.251285389812317  -3.381261470592542  -3.508259362423795  
7.657699666447466e-06  -2.025332951864273  -2.38134887166535  -1.977692804679422  -2.23509179656398  -2.399041434607073  -2.561551577829209  -2.702927254000178  -2.844262116823466  -2.982576682287471  -3.118232862839106  -3.251108169983691  -3.381048224981369  -3.508005692795854  
8.515273022369865e-06  -2.025323339298308  -2.381336015656635  -1.977673811873585  -2.235061344376254  -2.398997325788609  -2.561491025948367  -2.70284729715351  -2.844159214196846  -2.982447056177687  -3.118072438485943  -3.250912597586396  -3.380812902633255  -3.507725775038607  
9.460879108172349e-06  -2.025312740039813  -2.381321840029981  -1.977652869549303  -2.235027766463249  -2.398948689577892  -2.561424259101836  -2.70275913391039  -2.844045750506628  -2.982304126978815  -3.117895550775819  -3.250696955822425  -3.380553432472251  -3.507417124812358  
1.05026813510541e-05  -2.025301062606609  -2.381306222435739  -1.977629796958984  -2.234990773037358  -2.398895106255586  -2.561350701155248  -2.70266200357021  -2.843920746852211  -2.982146661577634  -3.117700674338654  -3.250459385900792  -3.380267576486248  -3.507077097452449  
1.164951253559401e-05  -2.025288208018628  -2.381289030496805  -1.977604398542317  -2.234950050562275  -2.39883612171552  -2.561269728784259  -2.702555083158525  -2.843783144256336  -2.981973326231821  -3.117486158506056  -3.250197874992873  -3.379952917027479  -3.506702808230423  
1.291092168580371e-05  -2.025274069273582  -2.381270121107076  -1.977576462889976  -2.234905260094745  -2.398771245057944  -2.561180668168385  -2.702437483038093  -2.843631797930159  -2.981782679137464  -3.117250219311168  -3.249910249339186  -3.379606837071297  -3.506291144865095  
1.429722357516207e-05  -2.025258530793206  -2.381249339690898  -1.977545761649966  -2.234856035530823  -2.398699946052198  -2.561082791511446  -2.702308242326325  -2.843465471474963  -2.981573163072345  -3.116990930075326  -3.24959416043217  -3.379226511696286  -3.505838753913622  
1.58195509639927e-05  -2.025241467839099  -2.381226519421898  -1.977512048373849  -2.234801981757089  -2.398621652460787  -2.560975313371973  -2.702166324055712  -2.843282830598855  -2.981343097645465  -3.116706211575704  -3.249247074292323  -3.378808893307896  -3.5053420045213  
1.748990966554066e-05  -2.025222745897231  -2.381201480399747  -1.977475057301056  -2.234742672702379  -2.398535747219817  -2.560857386796326  -2.702010610072171  -2.843082436587668  -2.981090670959299  -3.116393822065325  -3.248866258934521  -3.37835069518466  -3.504796991529125  
1.932123654069626e-05  -2.025202220029828  -2.381174028783452  -1.977434502078884  -2.234677649286799  -2.398441565470965  -2.560728099248994  -2.701839895669054  -2.842862739402568  -2.980813930987631  -3.11605134649068  -3.248448771017648  -3.377848377754309  -3.504199508495546  
2.132746052389537e-05  -2.025179734193639  -2.381143955879634  -1.977390074416158  -2.234606417264505  -2.39833839144009  -2.560586468333145  -2.701652883944746  -2.842622070431984  -2.980510776450763  -3.115676185224767  -3.247991442667777  -3.377298130246489  -3.503545020585915  
2.352356678073062e-05  -2.025155120523531  -2.381111037184416  -1.977341442668472  -2.234528444957018  -2.398225455157862  -2.560431437295211  -2.701448179876775  -2.842358634880019  -2.980178947248065  -3.115265542275394  -3.247490866750224  -3.376695855085857  -3.502828658011973  
2.592566409839527e-05  -2.02512819858027  -2.381075031377472  -1.977288250352814  -2.234443160873635  -2.398101929017479  -2.560261870306956  -2.701224284103796  -2.842070503780988  -2.97981601442451  -3.114816412890147  -3.246943381945979  -3.376037149051161  -3.502045185506023  
2.855105561184028e-05  -2.025098774561471  -2.381035679266782  -1.977230114589548  -2.234349951215678  -2.397966924164902  -2.56007654751887  -2.700979586407546  -2.841755605631076  -2.979419369657175  -3.114325570587535  -3.246345056975942  -3.37531728451754  -3.501188983204239  
3.141831296336423e-05  -2.025066640474636  -2.380992702682735  -1.977166624469695  -2.234248157261369  -2.397819486716984  -2.559874159878784  -2.700712358886872  -2.841411717627128  -2.978986214249897  -3.113789553582874  -3.245691674083119  -3.374531189730143  -3.500254022113214  
3.454735399804771e-05  -2.025031573271312  -2.380945803320209  -1.97709733934554  -2.234137072628179  -2.397658593803196  -2.559653303709961  -2.700420748817144  -2.841036456503927  -2.978513547632012  -3.113204650604993  -3.244978711852797  -3.373673428127025  -3.499233840376358  
3.795952409075728e-05  -2.024993333941317  -2.380894661527272  -1.977021787042582  -2.234015940409616  -2.397483149426557  -2.559412475042977  -2.700102771187318  -2.840627268961442  -2.97799815534276  -3.11256688608853  -3.24420132721722  -3.372738176852899  -3.498121517349781  
4.167768120501903e-05  -2.024951666566071  -2.380838935039227  -1.976939461990971  -2.233883950183441  -2.397291980139666  -2.559150063695919  -2.699756300908115  -2.8401814216735  -2.977436596497587  -3.111872004731062  -3.24335433673578  -3.371719204347531  -3.496909647595857  
4.572628477655426e-05  -2.024906297330133  -2.380778257656739  -1.976849823274607  -2.23374023488858  -2.397083830532037  -2.558864347098168  -2.699379064685681  -2.839695990872145  -2.976825190727454  -3.111115455414656  -3.24243219709745  -3.370609847048132  -3.495590312805228  
5.013148851731952e-05  -2.024856933490004  -2.380712237866865  -1.976752292596167  -2.233583867567968  -2.396857358524959  -2.558553483852718  -2.698968632554374  -2.839167851499157  -2.976160004582153  -3.110292374467966  -3.241428984846936  -3.369402985059526  -3.494155053601269  
5.492123723049707e-05  -2.024803262299352  -2.380640457405804  -1.976646252156432  -2.233413857974868  -2.396611130470546  -2.558215507033172  -2.698522409064474  -2.83859366592216  -2.97543683739532  -3.109397568289692  -3.240338375337123  -3.368091017222283  -3.492594839631195  
6.012536772594358e-05  -2.024744949889885  -2.380562469762371  -1.976531042446371  -2.233229149040283  -2.396343616051828  -2.557848317211228  -2.698037624119845  -2.837969872207526  -2.974651206604474  -3.108425495297058  -3.239153620895681  -3.366665834807383  -3.490900038768597  
6.577571392302359e-05  -2.024681640107068  -2.380477798621105  -1.976405959950561  -2.233028613199345  -2.39605318298112  -2.557449675211658  -2.697511323462565  -2.837292671949794  -2.973798332526046  -3.107370247237638  -3.237867528254706  -3.36511879483614  -3.489060386082751  
7.190621622388363e-05  -2.02461295330005  -2.380385936244163  -1.976270254760642  -2.232811048574731  -2.395738091494159  -2.557017194591737  -2.696940358801026  -2.836558017652675  -2.972873122578525  -3.106225529822359  -3.236472435120644  -3.363440692042026  -3.487064950066022  
7.855303523682026e-05  -2.024538485065146  -2.38028634179116  -1.976123128097696  -2.23257517501551  -2.395396488638142  -2.556548333843303  -2.696321377580873  -2.835761599663377  -2.971870154965193  -3.104984642726679  -3.234960186092569  -3.361621730269881  -3.484902099815973  
8.575466992775347e-05  -2.024457804942339  -2.380178439576198  -1.975963729742501  -2.232319629989912  -2.395026402351871  -2.556040388315728  -2.695650812396777  -2.834898832658903  -2.970783661808568  -3.10364045893292  -3.233322107733955  -3.359651492864745  -3.482559469689881  
