(103.86105312767855+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(106.2486635444068+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(108.63627396113503+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(111.02388437786327+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(113.41149479459153+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(115.79910521131976+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(118.18671562804802+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(120.57432604477626+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(122.9619364615045+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(125.34954687823274+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(127.73715729496098+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(130.1247677116892+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(132.51237812841748+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(134.8999885451457+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(137.28759896187395+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(139.6752093786022+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(142.06281979533043+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(144.45043021205868+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(146.83804062878693+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(149.22565104551515+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(151.6132614622434+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(154.00087187897165+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(156.3884822956999+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(158.77609271242812+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(161.16370312915637+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(163.55131354588463+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(165.93892396261285+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(168.3265343793411+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(170.71414479606935+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(173.10175521279757+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(175.48936562952585+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(177.87697604625407+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(180.26458646298232+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(182.65219687971057+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(185.0398072964388+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(187.42741771316705+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(189.8150281298953+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(192.20263854662352+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(194.59024896335177+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(196.97785938008+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(199.36546979680827+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(201.7530802135365+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(204.14069063026474+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(206.52830104699296+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(208.91591146372122+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(211.3035218804495+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(213.69113229717772+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(216.07874271390597+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(218.4663531306342+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(220.8539635473624+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(223.2415739640907+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(225.62918438081894+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(228.01679479754716+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(230.4044052142754+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(232.79201563100364+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(235.1796260477319+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(237.56723646446017+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(239.9548468811884+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(242.3424572979166+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(244.73006771464486+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(247.11767813137308+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(249.50528854810136+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(251.8928989648296+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(254.28050938155783+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(256.66811979828606+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(259.0557302150143+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(261.44334063174256+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(263.8309510484708+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(266.21856146519906+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(268.6061718819273+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(270.9937822986555+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(273.38139271538375+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(275.76900313211206+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(278.15661354884026+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(280.5442239655685+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(282.93183438229676+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(285.31944479902495+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(287.70705521575326+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(290.0946656324815+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(292.4822760492097+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(294.86988646593795+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(297.2574968826662+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(299.64510729939445+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(302.0327177161227+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(304.42032813285095+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(306.80793854957915+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(309.1955489663074+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(311.58315938303565+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(313.9707697997639+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(316.35838021649215+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(318.7459906332204+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(321.1336010499486+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(323.52121146667685+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(325.90882188340515+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(328.29643230013335+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(330.6840427168616+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(333.07165313358985+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(335.4592635503181+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(337.84687396704635+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(340.2344843837746+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(342.6220948005028+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(345.00970521723104+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(347.3973156339593+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(349.78492605068755+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(352.1725364674158+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(354.56014688414405+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(356.94775730087224+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(359.3353677176005+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(361.72297813432874+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(364.110588551057+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(366.49819896778524+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(368.8858093845135+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(371.27341980124174+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(373.66103021796994+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(376.04864063469824+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(378.43625105142644+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(380.8238614681547+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(383.21147188488294+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(385.5990823016112+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(387.9866927183394+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(390.3743031350677+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(392.76191355179594+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(395.14952396852414+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(397.5371343852524+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(399.92474480198064+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(402.31235521870883+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(404.6999656354371+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(407.08757605216533+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(409.47518646889364+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(411.8627968856219+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(414.2504073023501+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(416.63801771907833+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(419.0256281358066+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(421.41323855253484+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(423.80084896926303+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(426.1884593859913+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(428.57606980271953+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(430.9636802194478+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(433.3512906361761+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(435.7389010529043+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(438.12651146963253+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(440.5141218863608+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(442.90173230308903+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(445.2893427198172+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(447.6769531365455+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(450.06456355327373+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(452.4521739700019+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(454.8397843867302+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(457.2273948034584+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(459.61500522018673+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(462.002615636915+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(464.39022605364323+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(466.7778364703714+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(469.1654468870997+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(471.5530573038279+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(473.9406677205561+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(476.32827813728437+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(478.7158885540126+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(481.1034989707409+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(483.49110938746907+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(485.87871980419743+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(488.2663302209256+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(490.6539406376539+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(493.0415510543821+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(495.4291614711103+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(497.81677188783857+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(500.2043823045668+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(502.59199272129507+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(504.97960313802326+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(507.3672135547515+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(509.7548239714798+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(512.142434388208+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(514.5300448049363+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(516.9176552216645+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(519.3052656383928+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(521.692876055121+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(524.0804864718492+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(526.4680968885775+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(528.8557073053057+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(531.2433177220339+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(533.6309281387622+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(536.0185385554905+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(538.4061489722187+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(540.793759388947+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(543.1813698056752+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(545.5689802224034+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(547.9565906391317+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(550.3442010558599+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(552.7318114725881+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(555.1194218893164+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(557.5070323060446+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(559.8946427227728+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(562.2822531395012+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(564.6698635562294+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(567.0574739729576+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(569.4450843896859+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(571.8326948064141+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(574.2203052231423+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(576.6079156398706+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(578.9955260565988+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(581.383136473327+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(583.7707468900553+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(586.1583573067836+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(588.5459677235118+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(590.9335781402401+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(593.3211885569683+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(595.7087989736965+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(598.0964093904248+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(600.484019807153+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(602.8716302238812+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(605.2592406406095+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(607.6468510573377+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(610.0344614740659+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(612.4220718907943+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(614.8096823075225+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(617.1972927242507+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(619.584903140979+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(621.9725135577072+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(624.3601239744354+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(626.7477343911637+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(629.1353448078919+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(631.5229552246201+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(633.9105656413484+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(636.2981760580766+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(638.6857864748049+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(641.0733968915332+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(643.4610073082614+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(645.8486177249896+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(648.2362281417179+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(650.6238385584461+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(653.0114489751743+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(655.3990593919026+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(657.7866698086308+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(660.1742802253591+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(662.5618906420874+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(664.9495010588156+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(667.3371114755438+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(669.7247218922721+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(672.1123323090003+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(674.4999427257285+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(676.8875531424568+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(679.275163559185+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(681.6627739759132+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(684.0503843926415+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(686.4379948093697+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(688.825605226098+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(691.2132156428263+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(693.6008260595545+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(695.9884364762827+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(698.376046893011+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(700.7636573097392+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(703.1512677264674+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(705.5388781431957+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(707.9264885599239+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(710.3140989766522+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(712.7017093933804+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(715.0893198101087+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(717.4769302268369+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(719.8645406435652+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(722.2521510602934+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(724.6397614770216+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(727.0273718937499+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(729.4149823104781+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(731.8025927272064+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(734.1902031439346+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(736.5778135606628+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(738.9654239773911+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(741.3530343941194+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(743.7406448108476+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(746.1282552275758+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(748.5158656443041+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(750.9034760610323+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(753.2910864777606+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(755.6786968944888+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(758.066307311217+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(760.4539177279453+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(762.8415281446735+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(765.2291385614018+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(767.61674897813+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(770.0043593948583+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(772.3919698115865+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(774.7795802283148+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(777.167190645043+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(779.5548010617713+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(781.9424114784995+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(784.3300218952278+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(786.7176323119559+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(789.1052427286842+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(791.4928531454124+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(793.8804635621407+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(796.2680739788689+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(798.6556843955972+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(801.0432948123253+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(803.4309052290537+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(805.818515645782+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(808.2061260625101+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(810.5937364792384+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(812.9813468959666+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(815.3689573126949+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(817.7565677294231+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(820.1441781461514+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(822.5317885628795+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(824.9193989796079+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(827.307009396336+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(829.6946198130643+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(832.0822302297926+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(834.4698406465208+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(836.8574510632491+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(839.2450614799773+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(841.6326718967056+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(844.0202823134337+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(846.4078927301621+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(848.7955031468902+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(851.1831135636185+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(853.5707239803468+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(855.958334397075+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(858.3459448138033+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(860.7335552305315+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(863.1211656472598+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(865.5087760639879+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(867.8963864807163+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(870.2839968974444+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(872.6716073141727+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(875.0592177309009+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
(877.4468281476292+0j)	(3.51+0j)	0j	(3.49+0j)	0j	
