1.413716694115 -0.01311479777204 -0.164626652158   0.01379072636116 -0.164756908719   
4.241150082346 -0.005715348730623 -0.1203895667559   0.006047312319556 -0.1204807450659   
7.068583470577 -0.003699653717417 -0.09731645695911   0.003565950447211 -0.09709788029567   
9.896016858808 -0.002423189443298 -0.07960842326936   0.002340576891665 -0.08035437988148   
12.72345024704 -0.001292489769737 -0.06706142308723   0.001779275278092 -0.06712525651968   
15.55088363527 -0.001085500744463 -0.05705660559728   0.00106329716785 -0.05730136279312   
18.3783170235 -0.0007629595960598 -0.04995245764003   0.001041108712805 -0.05029926705696   
21.20575041173 -0.0005332010405139 -0.04463146748661   0.0005728470186979 -0.04443582538693   
24.03318379996 -0.0006772928445148 -0.04003635705915   0.0001033008952854 -0.03966694506942   
26.86061718819 -0.0006165614503187 -0.03609116326151   -1.678585578122e-05 -0.03579741396859   
29.68805057642 -0.0003993378799443 -0.03276634921452   6.806712593103e-05 -0.03261239763031   
32.51548396465 -0.0001740646049256 -0.0299751319987   0.0001957607339624 -0.02994609932124   
35.34291735289 -1.221904575251e-05 -0.02761755568723   0.0002920549790937 -0.02768013084017   
38.17035074112 7.62265951532e-05 -0.02560580237577   0.0003408575447705 -0.02572975346674   
40.99778412935 0.0001066199108622 -0.02387031023624   0.0003497790079455 -0.02403309179796   
43.82521751758 9.880500809401e-05 -0.02235750766956   0.000331841822668 -0.02254364572222   
46.65265090581 6.933345291262e-05 -0.02102658009713   0.000298559497935 -0.02122580956784   
49.48008429404 2.988371763721e-05 -0.01984607042262   0.0002582717252736 -0.02005171570351   
52.30751768227 -1.209803063676e-05 -0.01879142799817   0.0002163895589036 -0.01899921172308   
55.1349510705 -5.228042984721e-05 -0.01784330211209   0.0001761117609075 -0.01805049462144   
57.96238445873 -8.842947009603e-05 -0.01698620402487   0.000139123680895 -0.01719107536853   
60.78981784696 -0.0001196179141594 -0.01620751244534   0.0001061537910428 -0.01640900090817   
63.61725123519 -0.0001456719573651 -0.01549689348732   7.736590114402e-05 -0.01569436602758   
66.44468462342 -0.0001668831179341 -0.01484576417329   5.258419640043e-05 -0.01503886040704   
69.27211801165 -0.000183547422278 -0.01424690494047   3.155306963222e-05 -0.01443550490939   
72.09955139989 -0.0001966193847674 -0.01369437501787   1.373280441612e-05 -0.01387829694015   
74.92698478812 -0.0002057363838946 -0.01318276304955   -1.014884572643e-06 -0.01336235059293   
77.75441817635 -0.0002128992793871 -0.0127081552688   -1.335364653426e-05 -0.01288288561488   
80.58185156458 -0.0002168865245549 -0.01226607351837   -2.369628571927e-05 -0.0124368751895   
83.40928495281 -0.0002191296267662 -0.01185374082613   -3.159557915663e-05 -0.01202003552258   
86.23671834104 -0.0002203749833884 -0.01146837834805   -3.873233263024e-05 -0.01163042388254   
89.06415172927 -0.0002195917615054 -0.0111066865056   -4.419661739379e-05 -0.01126519168364   
91.8915851175 -0.0002177862721756 -0.0107673112546   -4.817636487783e-05 -0.01092179266561   
94.71901850573 -0.0002157041208599 -0.01044819404067   -5.168961757902e-05 -0.01059878286285   
97.54645189396 -0.000212849326594 -0.01014715399379   -5.457821031494e-05 -0.01029443696083   
100.3738852822 -0.0002091024282942 -0.009862700231614   -5.643408452874e-05 -0.01000675861638   
103.2013186704 -0.0002049845165101 -0.009594046175145   -5.756138595287e-05 -0.009734640745611   
106.0287520587 -0.0002009256487734 -0.009339684612385   -5.857138506706e-05 -0.009477030762661   
108.8561854469 -0.0001967059779564 -0.009098246469856   -5.92892667941e-05 -0.009232680583849   
111.6836188351 -0.0001921837057545 -0.008868770979195   -5.969340680025e-05 -0.009000408498749   
114.5110522233 -0.0001874476315885 -0.008650692482005   -5.946362601226e-05 -0.008779659444179   
117.3384856116 -0.0001825553585658 -0.008443281872601   -5.905948935726e-05 -0.008569322910904   
120.1659189998 -0.0001780459121993 -0.008245400960872   -5.872022989856e-05 -0.008368807174045   
122.993352388 -0.0001735634465618 -0.008056525151512   -5.823498571391e-05 -0.008177562978773   
125.8207857763 -0.0001690319714454 -0.007876143329293   -5.767716335832e-05 -0.007994812049276   
128.6482191645 -0.0001645619998849 -0.007703565524159   -5.697222695386e-05 -0.007819957801392   
131.4756525527 -0.0001600379453397 -0.007538367091749   -5.598349075657e-05 -0.007652566614175   
134.303085941 -0.0001555497436434 -0.007380221620656   -5.491295214498e-05 -0.007492189006082   
137.1305193292 -0.000151336058188 -0.007228616618259   -5.399110310056e-05 -0.007338396381399   
139.9579527174 -0.0001473760712608 -0.007083017179578   -5.315082870794e-05 -0.007190810639199   
142.7853861057 -0.0001434772982243 -0.006943073476415   -5.223363698039e-05 -0.007049048500854   
145.6128194939 -0.000139581235349 -0.006808545649198   -5.122806846874e-05 -0.006912721239883   
148.4402528821 -0.0001357632953981 -0.006679162385568   -5.01969254444e-05 -0.00678150301384   
151.2676862703 -0.0001320631002052 -0.006554619532496   -4.914610985359e-05 -0.006655152879661   
